flat_type,price,flat_price,address,location,location1,buildup_area,buildupArea_sqft,avg_price_sqft,avg_price_thousands,age_of_property,new_age,which_floor,furnishing,project_name,brokrage,carpet_area,bedrooms,bathrooms,balcony,parking,about_property
3 BHK Flat,1.85 Cr,1.85,"Moroccan Cooperative, Aarey Colony, Goregaon East, Mumbai",Goregaon East,Goregaon East,2000 sq.ft,2000,₹9.25 K/sq.ft,9250.0,10 Year Old,10,Middleof 20 floors,Fully Furnished,Moroccan Cooperative,3.7 LacsAccess Zero Brokerage Properties,1400 sq.ft,3,3,1,1 Covered and 1 Open Parking,"Many Offices  and  Flats 1 Rk, 1 bhk ,2bhk, 3 bhk  are  available for rent and sale 
with water, parking, lift, power backup, gym,  security, maintenance staff, Etc.
Royal palms is the one of the best location, Peaceful & pollution free environment. Read More"
3 BHK Flat,1.05 Cr,1.05,"Aarey Colony, Goregaon East, Mumbai",Goregaon East,Goregaon East,1700 sq.ft,1700,₹6.18 K/sq.ft,6180.0,10 Year Old,10,Higherof 12 floors,Unfurnished,Crystal Isle 2,2.1 LacsAccess Zero Brokerage Properties,1400 sq.ft,3,3,1,1 Covered and 1 Open Parking,"Many Offices  and  Flats 1 Rk, 1 bhk ,2bhk, 3 bhk  are  available for rent and sale 
with water, parking, lift, power backup, gym,  security, maintenance staff, Etc.
Royal palms is the one of the best location, Peaceful & pollution free environment. Read More"
3 BHK Flat,5.5 Cr,5.5,"Airport Area, Juhu, Mumbai",Juhu,Santacruz West,1500 sq.ft,1500,₹36.67 K/sq.ft,36670.0,15 Year Old,15,Lowerof 11 floors,Fully Furnished,5.5 LacsAccess Zero Brokerage Properties,5.5 Cr,3,3,3,26 days ago,1 Open Parking,"Check out this 3 bhk apartment for sale in jvpd scheme, a popular residential project that houses in-Demand flats in juhu, western mumbai. 

This is a north-East-Facing property. The flat is over 1500 sq.Ft. Built up area and comes with 3 bedroom(s),Read More"
3 BHK Flat,3.6 Cr,3.6,"Country Club Veera Desai, SV Patel Nagar, Andheri West, Mumbai",Andheri West,Andheri West,1600 sq.ft,1600,₹22.50 K/sq.ft,22500.0,10 Year Old,10,Middleof 15 floors,Semi Furnished,3.6 LacsAccess Zero Brokerage Properties,3.6 Cr,3,3,2,27 days ago,1 Open Parking,"Located in the popular residential address of andheri west , western mumbai, country club veera desai is one of the most preferred destination for apartments in western mumbai. 

This 3 bhk flat is your ticket to be a part of this community. The flatRead More"
3 BHK Flat,3.15 Cr,3.15,"Jp Road Near Dn Nagar  Metro Station, SV Patel Nagar, Andheri West, Mumbai",Andheri West,Andheri West,1250 sq.ft,1250,₹25.20 K/sq.ft,25200.0,5 Year Old,5,Lowerof 25 floors,Semi Furnished,,3.1 LacsAccess Zero Brokerage Properties,3.15 Cr,3,3,No Balcony,1 Covered Parking,"This 3 bhk flat is located in andheri west, which houses some of the most spacious flats in jp road dn nagar metro station, western mumbai. 

The flat is north-East-Facing. The flat occupies a built up area of 1250 sq.Ft. That consists of 3 bedrooms,Read More"
3 BHK Flat,3.25 Cr,3.25,"Back Road Lokhandwala Yamuna nagar, SV Patel Nagar, Andheri West, Mumbai",Andheri West,Andheri West,1400 sq.ft,1400,₹23.21 K/sq.ft,23210.0,15 Year Old,15,Higherof 7 floors,Semi Furnished,,3.3 LacsAccess Zero Brokerage Properties,3.25 Cr,3,3,No Balcony,1 Open Parking,"This 3 BHK flat is located in Andheri West, which houses some of the most spacious flats in Back road lokhandwala yamuna nagar , Western mumbai. The flat occupies a Built Up area of 1400 sq.ft. that consists of 3 bedrooms, 3 bathrooms . This flat is Read More"
3 BHK Flat,4.75 Cr,4.75,"Chhatrapati Shivaji International Airport Area, Vile Parle East, Mumbai",Vile Parle East,Vile Parle East,1300 sq.ft,1300,₹36.54 K/sq.ft,36540.0,7 Year Old,7,Higherof 9 floors,Fully Furnished,,4.8 LacsAccess Zero Brokerage Properties,4.75 Cr,3,3,No Balcony,1 Covered Parking,"3 Bhk Furnish apartment is available for Rent ready to move. Surrounding with very nice peaceful locality close to highway, station and market. Please contact for more details More About This Property Best 3 BHK Flat for modern-day lifestyle is now aRead More"
3 BHK Flat,92.0 L,0.92,"Ravi Gaurav Woods, Gaurav City, Mira Road East, Mumbai",Mira Road East,Mira Road East,1390 sq.ft,1390,₹6.62 K/sq.ft,6620.0,14 Year Old,14,Middleof 15 floors,,Ravi Gaurav Woods,1.2 LacsAccess Zero Brokerage Properties,1000 sq.ft,3,3,4,1 Covered and 1 Open Parking,"A 3 BHK Flat for sale in Mira Bhayandar, Mumbai. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Mira Bhayandar's most desired properties. Contact now for more information. This 3 BHK unit is on floor 10. There are 15 Read More"
3 BHK Flat,2.75 Cr,2.75,"Raheja Willows, Singh Agri Estate, Kandivali East, Mumbai",Kandivali East,Kandivali East,1330 sq.ft,1330,₹20.68 K/sq.ft,20680.0,10 Year Old,10,Higherof 21 floors,,Raheja Willows,1.5 Lacs(Negotiable)Access Zero Brokerage Properties,930 sq.ft,3,3,No Balcony,2 Covered Parking,"3 BHK Flat for sale in Kandivali East, Mumbai with modern-day amenities. The Flat is in Kandivali East which is a promising investment destination in Mumbai. This might be your chance to grab the best 3 BHK property for sale in Kandivali East. The prRead More"
3 BHK Flat,6.2 Cr,6.2,"Chhatrapati Shivaji International Airport Area, Vile Parle East, Mumbai",Vile Parle East,Vile Parle East,1800 sq.ft,1800,₹34.44 K/sq.ft,34440.0,10 Year Old,10,Middleof 8 floors,Fully Furnished,,6.2 LacsAccess Zero Brokerage Properties,6.2 Cr,3,3,No Balcony,2 Covered Parking,"3 Bhk Furnish  apartment is available for sale ready to move. Surrounding    with very nice peaceful locality close to highway, station and market. Please contact for more details More About This Property 3 BHK Flat for sale in Vile Parle East, MumbaRead More"
3 BHK Flat,3.0 Cr,3.0,"Kamala Nagar, Vile Parle West, Mumbai",Vile Parle West,Vile Parle West,1014 sq.ft,1014,₹29.59 K/sq.ft,29590.0,3 Year Old,3,Lowerof 10 floors,,,No ChargeAccess Zero Brokerage Properties,3.0 Cr,3,3,No Balcony,2 Covered Parking,"Looking for a 3 BHK Flat for sale in Mumbai? Your search ends here. Buy this 3 BHK property in Mumbai's finest location, Vile Parle West. It is on floor 1 out of 10 floors. This Flat is available at a reasonable price of Rs 3.0 Cr. Maintenance chargeRead More"
3 BHK Flat,7.0 Cr,7.0,"MHADA Colony, Juhu, Mumbai",Juhu,Santacruz West,2400 sq.ft,2400,₹29.17 K/sq.ft,29170.0,20 Year Old,20,Higherof 6 floors,Fully Furnished,7.0 LacsAccess Zero Brokerage Properties,7.0 Cr,3,3,2,28 days ago,1 Covered Parking,Exclusive 3 Bhk Multistory apartments is available for sale. Surrounding with very nice peaceful locality close to station and market. Please contact for more details. More About This Property Looking for a 3 BHK Flat for sale in Mumbai? Your search Read More
3 BHK Flat,4.65 Cr,4.65,"Kamala Nagar, Vile Parle West, Mumbai",Vile Parle West,Vile Parle West,1200 sq.ft,1200,₹38.75 K/sq.ft,38750.0,7 Year Old,7,Higherof 13 floors,Semi Furnished,,4.7 LacsAccess Zero Brokerage Properties,4.65 Cr,3,3,No Balcony,1 Covered and 1 Open Parking,"3 BHK Flat for sale in Vile Parle West, Mumbai with modern-day amenities. The Flat is in Vile Parle West which is a promising investment destination in Mumbai. This might be your chance to grab the best 3 BHK property for sale in Vile Parle West. TheRead More"
3 BHK Flat,1.05 Cr,1.05,"Evershine Woods, Chandan Shanti, Mira Road East, Mumbai",Mira Road East,Mira Road East,900 sq.ft,900,₹11.67 K/sq.ft,11670.0,10 Year Old,10,Middleof 6 floors,Semi Furnished,Evershine Woods,2.1 Lacs(Negotiable)Access Zero Brokerage Properties,650 sq.ft,3,3,3,1 Open Parking,"This property is located in very good surrounding with veg. market ,Hospital, banks, hotel, medical shops, General shops for daily needs i.e milk ,bakery ,Clinics, Shopping mall(Thakur mall, mega mall, Brand factory, Star bazar, Reliance trend) InterRead More"
3 BHK Flat,4.75 Cr,4.75,"Palacio bandra, Pali Hill, Bandra West, Mumbai",Bandra West,Bandra West,1200 sq.ft,1200,₹39.58 K/sq.ft,39580.0,10 Year Old,10,Middleof 13 floors,Unfurnished,4.8 LacsAccess Zero Brokerage Properties,4.75 Cr,3,2,2,More than a month ago,1 Covered Parking,"3bhk with 2bathroom higher floor building has 2 podium level 1 covered  More About This Property 3 BHK Flat for sale in Bandra West, Mumbai with modern-day amenities. The Flat is in Bandra West which is a promising investment destination in Mumbai. TRead More"
3 BHK Flat,4.65 Cr,4.65,"Bandra parks, Bandra West, Mumbai",Bandra West,Bandra West,1250 sq.ft,1250,₹37.20 K/sq.ft,37200.0,10 Year Old,10,Lowerof 7 floors,Unfurnished,4.7 LacsAccess Zero Brokerage Properties,4.65 Cr,3,3,1,More than a month ago,1 Open Parking,"3bhk in well maintained building with good location 1036 carpet with 1 open car park  More About This Property Property for sale in Bandra West, Mumbai. This 3 BHK Flat is located in Mumbai's most promising location. It is on floor 1. The total numbeRead More"
3 BHK Flat,5.5 Cr,5.5,"Ashimta santacruz, Vithaldas Nagar, Santacruz West, Mumbai",Santacruz West,Santacruz West,1200 sq.ft,1200,₹45.83 K/sq.ft,45830.0,10 Year Old,10,Higherof 8 floors,Unfurnished,5.5 LacsAccess Zero Brokerage Properties,5.5 Cr,3,3,1,28 days ago,1 Covered and 1 Open Parking,"Looking for a 3 BHK Flat for sale in Mumbai? Your search ends here. Buy this 3 BHK property in Mumbai's finest location, Santacruz West. It is on floor 7 out of 8 floors. This Flat is available at a reasonable price of Rs 5.5 Cr. Maintenance charges Read More"
3 BHK Flat,6.15 Cr,6.15,"Bandra terrace, Pali Hill, Bandra West, Mumbai",Bandra West,Bandra West,1600 sq.ft,1600,₹38.44 K/sq.ft,38440.0,14 Year Old,14,Higherof 7 floors,Unfurnished,6.2 LacsAccess Zero Brokerage Properties,6.15 Cr,3,4,2,28 days ago,1 Covered Parking,"3bhk 1300 carpet area plus 485 carpet terrace 
Alos 1 covered car park Higher floor woth lift 
 More About This Property Looking for a good 3 BHK Flat in Bandra West, Mumbai? This property is in one of Mumbai's most popular locations. The property isRead More"
3 BHK Flat,5.45 Cr,5.45,"Bandra residency, Bandra West, Mumbai",Bandra West,Bandra West,1350 sq.ft,1350,₹40.37 K/sq.ft,40370.0,9 Year Old,9,Higherof 15 floors,,5.5 LacsAccess Zero Brokerage Properties,5.45 Cr,3,3,2,28 days ago,2 Covered Parking,One of the finest property in Bandra West is now available for sale. This is a 3 BHK Flat. Make it yours now. It is on floor 11. It is a 15 storeyed building. The price of this Flat is Rs 5.45 Cr. Other charges when you move into this property includRead More
3 BHK Flat,85.0 L,0.85,"Sandor, Vasai West, Mumbai",Vasai West,Vasai West,1200 sq.ft,1200,₹7.08 K/sq.ft,7080.0,5 Year Old,5,Higherof 4 floors,Semi Furnished,Leena Plaza,1.6 Lacs(Negotiable)Access Zero Brokerage Properties,3,2,3,13 days ago,1 Open Parking,"Best 3 BHK Flat for modern-day lifestyle is now available for sale. Grab this 3 BHK property for sale in one of Mumbai's top location, Vasai West. It is situated on floor 4. The total number of floors in this Flat is 4. Monthly maintenance costs Rs 1Read More"
3 BHK Flat,2.95 Cr,2.95,"Godrej Central, Sahakar Nagar, Chembur, Mumbai",Chembur,Chembur,1250 sq.ft,1250,₹23.60 K/sq.ft,23600.0,3 Year Old,3,Higherof 18 floors,Unfurnished,Godrej Central,1.5 Lacs(Negotiable)Access Zero Brokerage Properties,1164 sq.ft,3,3,No Balcony,2 Covered and 2 Open Parking,"New building with hot deal price all modern amenities working ,smooth Connectivity any we're in Mumbai  ,prime location of chembur  More About This Property One of the finest property in Chembur is now available for sale. This is a 3 BHK Flat. Make iRead More"
3 BHK Flat,95.0 L,0.95,"Suyog Nagar, Vasai West, Mumbai",Vasai West,Vasai West,1080 sq.ft,1080,₹8.80 K/sq.ft,8800.0,12 Year Old,12,Higherof 7 floors,Semi Furnished,,Padmavati Grace,1.8 Lacs(Negotiable)Access Zero Brokerage Properties,3,3,No Balcony,1 Open Parking,"Looking for a good 3 BHK Flat in Vasai West, Mumbai? This property is in one of Mumbai's most popular locations. The property is on floor 5. Total number of floors is 7. Maintenance charges of this property is Rs 2500. This modern unit has a built-upRead More"
3 BHK Flat,5.0 Cr,5.0,"Park Road, Vile Parle East, Mumbai",Vile Parle East,Vile Parle East,1800 sq.ft,1800,₹27.78 K/sq.ft,27780.0,15 Year Old,15,Lowerof 5 floors,Fully Furnished,,5.0 LacsAccess Zero Brokerage Properties,5.0 Cr,3,3,No Balcony,1 Covered Parking,"Exclusive 3 Bhk  Multistory apartment is available for sale. Surrounding with very nice peaceful locality close to highway, station and Market.  More About This Property One of the finest property in Vile Parle East is now available for sale. This isRead More"
3 BHK Flat,4.75 Cr,4.75,"JP Chalet Amar, Juhu Scheme, Juhu, Mumbai",Juhu,Santacruz West,1400 sq.ft,1400,₹33.93 K/sq.ft,33930.0,8 Year Old,8,Middleof 14 floors,,JP Chalet Amar,4.0 Lacs(Negotiable)Access Zero Brokerage Properties,1050 sq.ft,3,3,No Balcony,No Parking,"3 BHK Flat for sale in Mumbai. This property is in Juhu, which is a coveted investment location. This tastefully designed 3 BHK unit is among Mumbai's best properties. Contact now for more details. This property in Mumbai is on floor 6. The total numRead More"
3 BHK Flat,8.45 Cr,8.45,"Piramal Aranya, Byculla East, Byculla, Mumbai",Byculla,Byculla,1800 sq.ft,1800,₹46.94 K/sq.ft,46940.0,1 Years Old,1,Middleof 41 floors,Semi Furnished,Piramal Aranya,8.4 LacsAccess Zero Brokerage Properties,1560 sq.ft,3,3,1,2 Covered Parking,"Brand new, spacious and luxurious resale flat available for sale in Piramal Aaranya, Byculla, Mumbai, South. More About This Property A 3 BHK Flat for sale in Byculla, Mumbai. This beautifully designed 3 BHK unit with all the modern-day comforts is oRead More"
3 BHK Flat,3.25 Cr,3.25,"Kabra New Vinay, Kalina, Santacruz East, Mumbai",Santacruz East,Santacruz East,900 sq.ft,900,₹36.11 K/sq.ft,36110.0,7 Year Old,7,Higherof 19 floors,Semi Furnished,Kabra New Vinay,3.3 LacsAccess Zero Brokerage Properties,760 sq.ft,3,2,No Balcony,2 Covered Parking,"2.5 BHK spacious well well-maintained flat is available for sale in the New Vinay Kabra Building, close to BKC, Manipada, Road, Kolivery Village, Vidya Nagari, Kalina, Santacruz East, Mumbai. More About This Property One of the finest property in SanRead More"
3 BHK Flat,4.5 Cr,4.5,"Rose Minar CHS, Mount Mary, Bandra West, Mumbai",Bandra West,Bandra West,1100 sq.ft,1100,₹40.91 K/sq.ft,40910.0,15 Year Old,15,Higherof 9 floors,Unfurnished,Rose Minar CHS,4.5 LacsAccess Zero Brokerage Properties,950 sq.ft,3,3,1,1 Open Parking,"Looking for a good 3 BHK Flat in Bandra West, Mumbai? This property is in one of Mumbai's most popular locations. The property is on floor 8. Total number of floors is 9. Maintenance charges of this property is Rs 10000. This Flat is available for RsRead More"
3 BHK Flat,92.0 L,0.92,"Ravi Gaurav Woods, Gaurav City, Mira Road East, Mumbai",Mira Road East,Mira Road East,1390 sq.ft,1390,₹6.62 K/sq.ft,6620.0,13 Year Old,13,Middleof 15 floors,Semi Furnished,Ravi Gaurav Woods,1.5 LacsAccess Zero Brokerage Properties,1000 sq.ft,3,3,4,1 Covered and 1 Open Parking,"Best 3 BHK Flat for modern-day lifestyle is now available for sale. Grab this 3 BHK property for sale in one of Mumbai's top location, Mira Bhayandar. It is situated on floor 10. The total number of floors in this Flat is 15. The property price of thRead More"
3 BHK Flat,11.0 Cr,11.0,"Lifescapes Aquino, Prabhadevi, Mumbai",Prabhadevi,Prabhadevi,3500 sq.ft,3500,₹31.43 K/sq.ft,31430.0,3 Year Old,3,Middleof 39 floors,Semi Furnished,,Lifescapes Aquino,11.0 Lacs(Negotiable)Access Zero Brokerage Properties,3,3,No Balcony,2 Covered Parking,"Lifescapes Aquino is 39 stories skyscraper at Prabhadevi.
It offers a panoramic sea view from each of the apartments More About This Property 3 BHK Flat for sale in Prabhadevi, Mumbai - contact now, for details about the most coveted property. This 3Read More"
3 BHK Flat,16.0 Cr,16.0,"Wadhwa 25 South Prabhadevi, Prabhadevi, Mumbai",Prabhadevi,Prabhadevi,1700 sq.ft,1700,₹94.12 K/sq.ft,94120.0,1 Years Old,1,Middleof 47 floors,Semi Furnished,Wadhwa 25 South Prabhadevi,16.0 LacsAccess Zero Brokerage Properties,3,3,1,27 days ago,2 Covered Parking,"25 South by The Wadhwa Group And Hub town is one of the well known under construction projects in Prabhadevi, offering low budget apartments. 25 South Prabhadevi is scheduled for possession in Jun, 2028. With almost all basic amenities in place, 25 SRead More"
3 BHK Flat,7.5 Cr,7.5,"Lodha Bellissimo, Adarsh Nagar, Lower Parel, Mumbai",Lower Parel,Lower Parel,2400 sq.ft,2400,₹31.25 K/sq.ft,31250.0,5 Year Old,5,Lowerof 48 floors,Fully Furnished,,Lodha Bellissimo,7.5 LacsAccess Zero Brokerage Properties,3,3,No Balcony,2 Covered Parking,"Lodha Bellissimo is a 648 feet tall 48 storied residential tower amid large pristine landscaped terrain in the heart of Mumbai. Much befitting its exotic name Bellissimo most beautiful in Italian, the gently contoured sea wave inspired facade and wavRead More"
3 BHK Flat,25.0 Cr,25.0,"Malabar Hill, Mumbai",Malabar Hill,Malabar Hill,2374 sq.ft,2374,₹1.05 Lacs/sq.ft,1050.0,10 Year Old,10,Higherof 22 floors,Semi Furnished,,Mont Blanc,25.0 Lacs(Negotiable)Access Zero Brokerage Properties,3,3,No Balcony,3 Covered Parking,"A 3 BHK Flat for sale in Malabar Hill, Mumbai. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Malabar Hill's most desired properties. Contact now for more information. This 3 BHK unit is on floor 18. There are 22 flooRead More"
3 BHK Flat,3.5 Cr,3.5,"Sheth Vasant Galaxy, Laxmi Nagar, Goregaon West, Mumbai",Goregaon West,Goregaon West,1335 sq.ft,1335,₹26.22 K/sq.ft,26220.0,15 Year Old,15,Higherof 8 floors,Semi Furnished,Sheth Vasant Galaxy,3.0 Lacs(Negotiable)Access Zero Brokerage Properties,3,2,1,More than a month ago,1 Covered and 1 Open Parking,"good location near Inorbit Mall link road touch with parking lot garden kids area very good complex good society More About This Property Looking for a good 3 BHK Flat in Goregaon West, Mumbai? This property is in one of Mumbai's most popular locatioRead More"
3 BHK Flat,2.0 Cr,2.0,"Sethia Link View, Prem Nagar, Goregaon West, Mumbai",Goregaon West,Goregaon West,1440 sq.ft,1440,₹13.89 K/sq.ft,13890.0,5 Year Old,5,Middleof 19 floors,Semi Furnished,Sethia Link View,2.0 Lacs(Negotiable)Access Zero Brokerage Properties,3,2,3,More than a month ago,1 Open Parking,good location near link Road near d Mart near rosary Church MG Road Goregaon West good society good complex health club swimming pool gym clubhouse play area children play area two and half BHK  More About This Property Looking for a good 3 BHK Flat Read More
3 BHK Flat,5.5 Cr,5.5,"Bandra apt, Pali Hill, Bandra West, Mumbai",Bandra West,Bandra West,1200 sq.ft,1200,₹45.83 K/sq.ft,45830.0,unknown,unknown,unknown,,5.5 LacsAccess Zero Brokerage Properties,5.5 Cr,3,3,1,More than a month ago,2 Covered Parking,"New brand single story building 
Flat on middle floor woth 2cpvered car park, 1000 carpet area building has Gym etc  More About This Property One of the finest property in Bandra West is now available for sale. This is a 3 BHK Flat. Make it yours nowRead More"
3 BHK Flat,5.25 Cr,5.25,"Bandra casa, Bandra West, Mumbai",Bandra West,Bandra West,1150 sq.ft,1150,₹45.65 K/sq.ft,45650.0,unknown,unknown,,Unfurnished,4.8 LacsAccess Zero Brokerage Properties,5.25 Cr,3,3,3,More than a month ago,1 Covered Parking,"3 BHK Flat for sale in Mumbai. This property is in Bandra West, which is a coveted investment location. This tastefully designed 3 BHK unit is among Mumbai's best properties. Contact now for more details. This property in Mumbai is on floor 4. The toRead More"
3 BHK Flat,13.0 Cr,13.0,"Lodha World One, Lower Parel, Mumbai",Lower Parel,Lower Parel,2500 sq.ft,2500,₹52 K/sq.ft,52000.0,5 Year Old,5,Higherof 76 floors,Semi Furnished,Lodha World One,14.0 LacsAccess Zero Brokerage Properties,2000 sq.ft,3,3,1,2 Covered Parking,"One of the best property in SOBO at one of the tallest towers of Mumbai More About This Property Best 3 BHK Flat for modern-day lifestyle is now available for sale. Grab this 3 BHK property for sale in one of Mumbai's top location, Lower Parel. It isRead More"
3 BHK Flat,3.6 Cr,3.6,"Kolte Patil Verve, Bangur Nagar, Goregaon West, Mumbai",Goregaon West,Goregaon West,1240 sq.ft,1240,₹29.03 K/sq.ft,29030.0,1 Years Old,1,Lowerof 16 floors,Semi Furnished,Kolte Patil Verve,3.5 LacsAccess Zero Brokerage Properties,1033 sq.ft,3,3,3,2 Covered Parking,One of the finest property in Goregaon West is now available for sale. This is a 3 BHK Flat. Make it yours now. It is on floor 5. It is a 16 storeyed building. The price of this Flat is Rs 3.6 Cr. Other charges when you move into this property includRead More
3 BHK Flat,3.25 Cr,3.25,"Bajaj Emerald, Railway Colony, Andheri East, Mumbai",Andheri East,Andheri East,1200 sq.ft,1200,₹27.08 K/sq.ft,27080.0,99 Year Old,99,Higherof 12 floors,Unfurnished,Bajaj Emerald,No ChargeAccess Zero Brokerage Properties,900 sq.ft,3,3,No Balcony,2 Covered Parking,"Looking for a 3 BHK Flat for sale in Mumbai? Your search ends here. Buy this 3 BHK property in Mumbai's finest location, Andheri East. It is on floor 10 out of 12 floors. This Flat is available at a reasonable price of Rs 3.25 Cr. The built up area oRead More"
3 BHK Flat,3.7 Cr,3.7,"Pattathu Pearl Heritage, Netaji Subhash Nagar, Vile Parle East, Mumbai",Vile Parle East,Vile Parle East,1050 sq.ft,1050,₹35.24 K/sq.ft,35240.0,10 Year Old,10,Higherof 7 floors,,Pattathu Pearl Heritage,3.7 Lacs(Negotiable)Access Zero Brokerage Properties,870 sq.ft,3,3,1,2 Covered Parking,"A 3 BHK Flat for sale in Vile Parle East, Mumbai. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Vile Parle East's most desired properties. Contact now for more information. This 3 BHK unit is on floor 6. There are 7 Read More"
3 BHK Flat,2.9 Cr,2.9,"Lodha Bel Air, Momin Nagar, Jogeshwari West, Mumbai",Jogeshwari West,Jogeshwari West,1600 sq.ft,1600,₹18.13 K/sq.ft,18130.0,1 Years Old,1,Middleof 21 floors,Unfurnished,Lodha Bel Air,2.9 Lacs(Negotiable)Access Zero Brokerage Properties,1017 sq.ft,3,3,No Balcony,2 Covered Parking,"Best 3 BHK Flat for modern-day lifestyle is now available for sale. Grab this 3 BHK property for sale in one of Mumbai's top location, Jogeshwari West. It is situated on floor 11. The total number of floors in this Flat is 21. Monthly maintenance cosRead More"
3 BHK Flat,8.5 Cr,8.5,"Vraj Tiara, Adarsh Nagar, Worli, Mumbai",Worli,Worli,1500 sq.ft,1500,₹56.67 K/sq.ft,56670.0,1 Years Old,1,Middleof 39 floors,Semi Furnished,Vraj Tiara,No ChargeAccess Zero Brokerage Properties,1160 sq.ft,3,3,3,2 Covered Parking,"Looking for a good 3 BHK Flat in Worli, Mumbai? This property is in one of Mumbai's most popular locations. The property is on floor 21. Total number of floors is 39. This modern unit has a built-up area of 1500 square_feet. The carpet area of this FRead More"
3 BHK Flat,6.0 Cr,6.0,"Tata Glen Eagle, Sindhu Nagar, Parel, Mumbai",Parel,Parel,1550 sq.ft,1550,₹38.71 K/sq.ft,38710.0,22 Year Old,22,Higherof 18 floors,,Tata Glen Eagle,6.0 Lacs(Negotiable)Access Zero Brokerage Properties,1175 sq.ft,3,3,No Balcony,1 Covered Parking,"3 BHK Flat for sale in Parel, Mumbai - contact now, for details about the most coveted property. This 3 BHK unit is available in Parel and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Parel. It is on floRead More"
3 BHK Flat,3.8 Cr,3.8,"Kohinoor showroom, Tagore Road, Santacruz West, Mumbai",Santacruz West,Santacruz West,1200 sq.ft,1200,₹31.67 K/sq.ft,31670.0,20 Year Old,20,Higherof 6 floors,Semi Furnished,,3.8 LacsAccess Zero Brokerage Properties,3.8 Cr,3,3,No Balcony,1 Open Parking,3 bhk flat available in maintain building on outright at santacruz west. Building has lift and parking space etc. closed to Poddar School. walking distance from station. all bank atm college school mall market closed to this property.  More About ThiRead More
3 BHK Flat,9.2 Cr,9.2,"Shiromani Apartment, Parel, Mumbai",Parel,Parel,2000 sq.ft,2000,₹46 K/sq.ft,46000.0,14 Year Old,14,Lowerof 20 floors,Semi Furnished,9.2 LacsAccess Zero Brokerage Properties,9.2 Cr,3,No Balcony,More than a month ago,,1 Covered Parking,"1. Size is as good as a bungalow/house - with ~11.5 floor to ceiling height 
2. Rare 8 ft of French windows from end to end of every room
3. Rare rounded windows so a 360 view around all sides
4. Rare North-South cross ventilation so very airy 
5. SuRead More"
3 BHK Flat,6.2 Cr,6.2,"Kidwai Nagar, Wadala, Mumbai",Wadala,Wadala,1580 sq.ft,1580,₹39.24 K/sq.ft,39240.0,15 Year Old,15,Lowerof 29 floors,Fully Furnished,Naperol Towers,5.5 LacsAccess Zero Brokerage Properties,1180 sq.ft,3,3,No Balcony,2 Covered Parking,"3 BHK Flat for sale in Wadala West, Mumbai with modern-day amenities. The Flat is in Wadala West which is a promising investment destination in Mumbai. This might be your chance to grab the best 3 BHK property for sale in Wadala West. The property isRead More"
3 BHK Flat,5.5 Cr,5.5,"Kalpataru Royale, Sion East, Sion, Mumbai",Sion,Sion,1600 sq.ft,1600,₹34.38 K/sq.ft,34380.0,5 Year Old,5,Lowerof 20 floors,,Kalpataru Royale,5.5 LacsAccess Zero Brokerage Properties,1250 sq.ft,3,3,No Balcony,1 Covered Parking,"Additional Pooja room, well maintained society, prime location More About This Property Best 3 BHK Flat for modern-day lifestyle is now available for sale. Grab this 3 BHK property for sale in one of Mumbai's top location, Sion. It is situated on floRead More"
3 BHK Flat,2.0 Cr,2.0,"Versova, Andheri West, Mumbai",Andheri West,Andheri West,1200 sq.ft,1200,₹16.67 K/sq.ft,16670.0,5 Year Old,5,Lowerof 21 floors,Semi Furnished,No ChargeAccess Zero Brokerage Properties,2.0 Cr,3,3,2,2 days ago,1 Covered and 1 Open Parking,"Flat No. 601, 6th Floor, Luxeria, Plot No. 71 and 72, Building No. 1, S V Nagar, Versova, Andheri  More About This Property Property for sale in Andheri West, Mumbai. This 3 BHK Flat is located in Mumbai's most promising location. It is on floor 6. TRead More"
3 BHK Flat,2.99 Cr,2.99,"Mount Mary, Bandra West, Mumbai",Bandra West,Bandra West,1500 sq.ft,1500,₹19.93 K/sq.ft,19930.0,9 Year Old,9,Lowerof 6 floors,,Jyoti,3.0 Lacs(Negotiable)Access Zero Brokerage Properties,3,3,2,Just now,1 Covered and 1 Open Parking,"3 BHK Flat for sale in Mumbai. This property is in Bandra West, which is a coveted investment location. This tastefully designed 3 BHK unit is among Mumbai's best properties. Contact now for more details. This property in Mumbai is on floor 2. The toRead More"
3 BHK Flat,4.5 Cr,4.5,"Lodha The Park Town Houses, Lower Parel, Mumbai",Lower Parel,Lower Parel,1500 sq.ft,1500,₹30 K/sq.ft,30000.0,3 Year Old,3,Middleof 79 floors,,Lodha The Park Town Houses,4.5 Lacs(Negotiable)Access Zero Brokerage Properties,3,4,3,Just now,2 Covered and 2 Open Parking,One of the finest property in Lower Parel is now available for sale. This is a 3 BHK Flat. Make it yours now. It is on floor 45. It is a 79 storeyed building. This Flat is spacious with a built-up area of 1500 square_feet. There are 3 bedrooms and 4 Read More
